P: B1 88 33 D2 E7 51 B0 DF AD 36 A0 2E 86 A6 05 8C 12 47 7B 8B 9D 54 C1 5E 1A 35 55 F0 A8 18 6B 6B 
s: ED 82 4C AD 95 51 61 11 F2 61 E3 92 75 3A 30 D1 A5 E1 E0 FD 80 60 94 BB 16 D6 43 51 75 71 C7 0F 
k: D2 A0 29 BC D7 EF C1 E1 5B 05 4D E4 D1 DF B0 5C 08 59 16 BE C6 A7 4D 3E B5 1E 2B 91 6F 90 28 06 
P: D8 33 A6 50 0F 9E 76 D2 63 21 88 77 E7 D0 73 EE AD 4E 74 EC E1 66 88 FB BE 44 F1 50 0F D1 BD 52 
s: 7B 40 1B 5D D8 E0 76 6C D2 54 9E 1C 52 43 04 51 60 AD 39 57 52 94 39 60 50 D5 1A A0 66 6B 77 0F 
k: 65 8A 2A C6 1D D4 FF 54 A8 7C 62 3D 9B 43 F5 31 5F AC 38 14 F1 9C 2B 3C FB 4C AA D1 14 CB BE 99 
P: 6E 0A AA C8 C0 12 34 63 3A D0 03 16 54 25 03 9E 59 50 4B 39 C8 F8 AC A7 F3 91 18 A9 46 54 4D 1E 
s: 37 80 EE C0 C6 05 BF 0F D7 E8 B5 76 01 74 6C 87 42 82 B6 DB E6 84 09 20 46 25 25 91 EF AD 64 02 
k: A7 CF 41 20 CD F0 FE 1A 07 C8 EA 15 5D DE E0 E0 69 11 A6 A3 A2 B0 62 D5 9D 1F 1D 64 D1 A9 94 E0 
P: B1 F7 17 3D 1D 86 24 D7 A2 03 C7 ED 9A C9 9E E6 6E 31 49 AB F9 D4 47 21 17 CE D1 CF CA 94 75 0F 
s: B3 48 89 44 4F D8 B2 4D 41 22 24 B4 3F 38 E4 2E AE D3 12 A8 4B 1A 10 87 F5 19 B5 19 C7 B4 E7 0F 
k: D2 7E D2 9B FC 26 1D A0 27 F8 00 AE FB BA 3B 06 D2 2C EB 75 76 3E 48 4A 0D D0 4D C4 24 DE 7C 0E 
P: 79 52 50 59 94 12 07 6E 21 C6 B7 6C C8 61 9E DF CD 95 C5 13 B5 81 6E E5 19 86 98 76 12 7F B2 62 
s: 41 08 DC C2 D6 ED 1B 22 6F 1F 8D 1C 1B 05 48 A4 91 13 32 31 35 EE 1A 5F 7F 18 3E 3B CE BF 6C 09 
k: 23 88 98 45 70 2B 50 44 59 F9 88 A7 2C C1 D8 09 89 21 0B 36 FE 7C C6 6E 9D 09 0F 72 9D 6F 65 5B 
P: 9F EC 4A 75 ED FD AF 99 6D A3 23 56 9F 3C 06 7A F4 B8 05 A1 A3 A4 9F DB 35 76 D8 64 F5 08 01 35 
s: D1 A8 E3 F5 32 8D DB 19 D3 D4 50 72 DC 99 27 B1 81 2E B8 C1 50 A6 13 35 D9 D1 36 3A 71 FA 6F 0A 
k: 5A 7A B9 2B 23 C9 A0 7F 14 E4 69 9A FC FB BC D5 40 95 8F 73 3E 68 39 C2 06 C2 FA C2 63 EA 1C 5E 
P: 02 50 5B 32 74 9A 1A 04 0F 24 5E 98 E6 E3 32 1A 90 0E A4 57 64 71 AE C4 71 62 56 59 44 CC 91 22 
s: D4 C0 32 F2 9D 0A A2 21 23 7F E4 41 20 45 73 AD 4E C9 07 93 84 1D 60 DC A5 5D 82 5D 63 73 03 0D 
k: 3D 4F 80 09 C4 F3 DB 40 71 DD 91 8A 4C 30 79 87 EF C4 E4 60 2F 7C 0E 1D E5 A1 03 3F AE DD 1E 70 
P: 5C BE 5E BF 11 F4 FD C1 1E 85 40 40 62 D3 0D C5 99 6E 3D 16 94 C7 10 BA 46 C2 1B C1 7F B6 C6 01 
s: A5 02 AA 64 FC E9 F9 B2 52 C3 89 55 64 38 C3 17 B6 3F 97 A1 7C 4A FA 00 C9 ED 13 31 BC 81 CB 00 
k: 15 48 16 1D 35 AA 63 49 AF 87 65 79 4D C3 AF 31 51 A9 73 04 3D 3F B1 BB 39 FD 9A 79 4E AA 01 56 
P: C3 01 23 C2 6D 65 82 0C 36 04 17 B0 60 96 C8 C2 E2 E0 6E ED 8A 82 0D 66 CB EC 46 EC 4F 0B B3 77 
s: 8B E6 6E 1C 58 39 3C 67 39 B4 D7 3D 41 DD 13 21 A2 A3 26 2A 99 02 7F 68 9E 18 A7 7E B6 DA 8F 06 
k: 2E DA CA E3 0E A9 49 FC B0 02 7D 1E 09 F1 00 C9 65 2B 2C 90 C9 9C 8E 15 E7 5B 6D 0F 22 A1 5F 81 
P: D2 59 C4 2A 0A 26 65 89 FE AC 01 06 43 F3 05 78 BE 0E 42 A4 11 60 3D FF 2A 4C 09 91 4A A0 AB 66 
s: 2B A1 7D FF 96 6B BB C0 1D 28 1F DF 53 35 8F 0F 1B FE 92 D0 30 C9 5D E3 1F B6 1D AF 51 8C 05 0A 
k: 5C AB BC B9 19 ED 1D F2 7B 7C D0 AD DA 52 D7 C4 EE 68 71 97 A8 0F 39 3E 36 92 F7 AE A2 71 55 42 
P: D3 80 93 51 4A C6 1F 90 A9 3C 56 B5 B1 4B 32 80 65 63 F0 B3 84 17 4D 01 45 59 5E C9 94 77 19 51 
s: 6C C9 2D 6E AF 2B 00 AE D0 93 26 E1 2D 98 7C CB 6E 20 88 48 8F D3 CD 63 3F FE C4 FA B8 F7 42 05 
k: 71 9E F5 61 D4 05 1B A6 B8 51 B6 73 F1 B5 CE D1 F4 08 9A 27 A2 9C F7 85 53 69 76 D8 57 E8 EF 27 
P: 1E 60 E7 B5 38 86 99 36 DF 2C 64 D3 F5 2F 9C 7C 65 82 13 B3 82 24 01 EB E6 E6 28 05 9D 19 A4 64 
s: 76 69 59 9D 45 69 32 32 75 96 B9 9C 9E DE 6F FB 7E 29 07 05 51 D1 E7 CB 63 FE 82 B4 42 3A 86 07 
k: C8 EF 4B 4C F2 37 9A BC 37 BE 54 F9 D0 41 AF 30 41 A0 76 5B F4 9C 49 AE CE D7 F2 4F 5D FD 22 A0 
P: 40 9C 61 C0 81 2C B1 42 14 5E 65 B9 1A 73 7A CE DE 58 B1 C1 98 12 ED 5D 3A 5B A3 57 BC E8 A2 4F 
s: B0 06 F7 F0 0A 28 12 D6 77 18 46 E4 5C A1 6E 15 C2 14 04 12 C8 1C E6 73 E6 0F 56 F3 56 84 40 07 
k: BD 61 9A 06 DA 6F F9 B5 69 1D 69 56 D0 EE 36 02 E5 25 90 DE CE 58 29 4E 1C CA 6C 12 E7 32 24 A1 
P: C1 2E 12 36 61 B1 A6 95 00 52 09 5A 1E 71 3A 4A 16 CA F5 A0 55 4D D6 A0 54 58 54 EF 4B B0 5A 6B 
s: 5E CF 94 DF 3B 55 0A E5 45 A0 AF B1 3A 50 72 79 DD 3F 27 43 E5 89 96 D1 C5 47 B5 1B 58 9E 35 00 
k: 33 79 21 A7 26 04 5D 5C E5 BA 86 4F 9C 4C 2B CD B3 77 10 F9 D6 71 17 F1 13 7B 66 FD BB 43 42 C7 
P: 1E 5D 31 EF 24 05 BF 59 48 0D B7 3D F8 E5 39 AB 0E 29 4A 72 35 7A 6A E5 C1 52 E9 31 20 05 7C 4E 
s: 38 6E 2C 5D A6 D1 84 5B 6B 6B 92 FD 00 EC CF 93 FB A1 86 78 2A 9B 57 C7 AB DF AA 56 21 AF 5B 06 
k: 0C CA 23 26 26 48 F7 DD E5 32 2F E2 B4 98 6D 01 C1 EE 86 29 A4 1D 39 13 70 5C 52 3E B2 21 94 DB 
P: C2 B5 AA 2D AC 43 E2 93 A0 31 F5 78 BE 63 99 41 E5 61 EB 5D 8D 3F 69 9B AA 6A 9D 14 99 1F 7F 1C 
s: 49 1F E8 5C E6 E5 A4 23 34 68 37 26 7C 56 2D 27 9D 51 0D E2 5D ED E8 DA A4 0C 2B 0B 6F A7 80 0B 
k: B4 53 0F 8D 5B EE BF 50 C6 62 66 EA EC 24 0B 18 EC 03 FB 05 44 30 13 5C 54 8F A5 0D 3A 44 19 29 
P: F2 84 2A D8 83 67 EF E3 C9 31 B5 62 6F 69 B0 92 15 E9 13 EA D7 15 F1 C0 C0 27 5D 16 AD 90 D6 67 
s: A2 94 0C CF 32 C8 8A 4C 11 7D CE 1E A4 CE C1 FE 37 98 E4 28 FA 23 EF F0 67 E2 92 75 D8 A1 E7 01 
k: 97 ED C5 99 FC 3A C5 4F 8C E9 A3 9F EA 0D 84 35 52 04 FF 19 B7 F6 AB 60 C3 EC 90 2F D4 46 25 5F 
P: 7B 3B 64 75 E5 73 22 02 78 15 69 5C 87 79 69 CC 0D C3 F1 DC DF 36 71 1D 34 6B 60 F9 79 75 25 76 
s: D0 1A 92 6E 03 79 E0 D3 B5 32 E2 AC C5 3E 67 D3 64 F0 B6 A5 A1 11 46 7A 74 16 04 F3 B6 93 4F 01 
k: A7 C3 D6 F4 74 06 81 7D 5B 38 44 C1 AB 41 C2 E0 D6 D5 B4 BB 71 E1 1D C5 24 9E A2 32 96 D7 30 01 
P: B3 D6 4F 47 75 51 7F EF 05 24 1A 2A 7B 71 8C 1E 83 BD 48 2D 2C DE 90 E3 DA B9 79 40 94 E0 B1 44 
s: B2 21 58 AF D2 8E A3 DA 40 2E F7 AE A0 A4 1D 12 41 09 50 01 40 1A 9B 33 B3 F0 55 94 CB BD 7E 0A 
k: D7 E2 BA 61 E1 8F DB F9 FF 32 DB 6C FE D5 7A 76 9F CB F6 5D DC FE E4 CC C4 45 D2 6A A9 F5 69 8D 
P: 8B CD BD 8E 2D 08 E2 B6 3C 59 4B AA 2A 5C 57 BD 5C BB 98 5A 80 72 61 00 AD C8 AD 01 A9 0C A5 78 
s: 80 4C 59 F0 73 81 3B CB C3 DD EF 2A 56 E4 63 F4 F3 B9 FF 0F EC 10 28 96 8B 5B 18 24 1D 99 BF 00 
k: A2 D5 66 60 97 1F C6 45 65 60 0A C3 07 AF F3 7D 99 8A 16 BA D4 45 71 48 53 B7 B9 35 CC 7F 9D 94 
P: 45 EF 5D AB 50 74 14 6B 51 35 6E EF 22 36 A0 80 8D A8 1B 75 34 51 06 88 EA CC 89 91 D1 53 95 22 
s: 7F 0C 88 69 A7 DD 4B 8E 30 6E F3 12 18 12 6E D2 AD C1 E1 9C DA 2A E7 56 EC 86 F5 3D 85 91 76 01 
k: 84 50 C3 8F 9B 79 97 A1 20 AB BC B1 BE 75 67 E9 F2 FD E3 47 2A B0 C7 55 65 40 FC 2A CF 12 54 F7 
P: C7 9C 25 C5 20 8A A2 BA E4 B7 F9 5A 30 67 80 DB 22 2E AE 11 A7 3F EA A2 8D 28 7D 48 E9 A8 03 22 
s: 70 E5 D6 B8 0F C7 7C B3 01 58 F6 10 0A 6B 72 21 EE 51 65 DE 90 D7 8B 4C A8 C4 73 BC A0 5A 1C 0D 
k: 80 EE DE C0 29 20 94 AE E5 B1 E9 74 6E DE 81 99 9E 5B EE DE 22 25 3C 99 F2 80 1E 7A 19 38 3C 5D 
P: 19 16 59 85 BF AC AB 54 85 36 2D F4 17 BD 2E FE 2D 24 66 01 B8 57 E3 0B 67 E7 C6 21 75 56 E5 28 
s: 31 AB B0 75 6C F0 22 AC 47 4C 60 32 3C 83 6A 7C D2 6D 6D AF AD 22 78 27 82 1E E9 11 DF AF 85 03 
k: 99 FD EA 12 2F 66 4C FF 0F A8 42 A1 36 3F AE 30 D4 38 31 08 F4 33 8E 6A D6 D3 50 DD 23 E4 3B C5 
P: 0E 3F D0 50 B0 46 BC 0F 19 29 F5 39 56 0D 54 E6 EF 14 7E F1 93 FC 12 65 BF A5 4B E5 88 C1 BC 7A 
s: 1D 4C 38 D9 32 AD 18 41 66 C9 64 DB ED 26 66 82 02 D1 40 98 34 10 74 80 3B FE 8A E2 BD EC D4 0E 
k: 58 5B 55 A0 CF 51 BA 4D 1B C6 6A D6 8B 76 32 60 90 AE 9F 7B 4E 9E F2 F1 52 47 EE 36 FB 44 C3 BD 
P: 3C ED E3 D1 FB 78 89 3A 52 28 B8 AE 00 9E 26 36 F2 B8 EB 1E CB F8 C3 89 88 EE 12 72 EB 1C 46 17 
s: F3 13 C0 BD D7 2C 67 A1 3C B3 22 B6 7D 61 C7 25 78 D3 DF C7 2E AB 54 4F 46 95 C6 A9 EB 3A F8 01 
k: 4C 61 91 3D E1 4E 49 41 2D 4A 9D 88 B4 21 50 5E 0F 8E 3F 81 D0 B2 D3 57 89 25 B2 25 C2 E0 3A 6E 
P: 4E FF 75 BE 8C 82 96 91 D5 3E B0 BE CE 74 BB D9 D8 22 E8 CB B8 6D 43 75 ED A9 84 9B B5 4D B2 1C 
s: 6C BE E7 47 A1 A6 E6 73 B8 DB 76 79 C9 E7 97 9E 71 E4 49 2C 69 EE 28 45 11 A9 23 71 3E 01 88 0E 
k: 86 E1 61 8A 6E B1 31 0A 8A 08 E3 AB 4D 23 E6 21 55 A5 C6 71 8F 77 52 F9 04 0D E6 99 2E 04 A7 1B 
P: 1C 2E 3A 9C 29 45 E3 79 48 5C 17 27 58 B4 90 E8 B7 11 EE 5C D1 A3 C3 2F 0D 54 D4 55 FC 8E 9C 5A 
s: 1C AF 76 3C 85 13 92 B3 68 3D EE 9C B6 B0 83 01 25 24 00 D3 5E 40 CF 7D F3 76 48 7C D1 58 FA 01 
k: 19 33 B6 1E 36 08 D2 9A 1C 8C 39 6D C5 79 4C 55 AA 13 EC 5E 92 A4 D2 0A 2E 99 0A BC 09 81 DA 3B 
P: B9 85 1E 01 DE F4 05 DB 9B 2A 6A AA B6 88 B8 F7 F0 70 79 B1 8E A8 DC EC 0A 56 ED A3 EA 16 C8 7C 
s: AB D7 D5 E0 63 31 5D C5 30 8E 9A 46 20 28 AF 40 C1 EB 86 13 9B 15 0C BE 60 25 D1 62 34 4A CF 07 
k: A0 4E 6C EC 2B 3F F0 F2 F1 C6 4D 90 DF 65 64 AF 18 AE DF FF 58 6E 1B 31 D9 9A BC 43 B0 BC D2 7B 
P: 46 A1 80 59 74 6F F1 EF 24 DD 16 A2 B1 DE 2B 0A E0 F8 71 05 4E 4A 54 5F F2 DD F0 4E A3 86 AE 1E 
s: A8 56 0E B2 A0 9A 95 07 33 41 9A 13 E8 7B 3E 91 7D 0E 08 66 47 49 C7 A1 36 32 FE 81 09 D4 C2 02 
k: B8 FA 89 07 F4 91 0C C4 BC 52 AC 7A 35 E1 16 87 EF 73 99 5A 51 20 D7 60 B8 E0 D8 B3 94 0E 17 57 
P: DB 84 34 14 09 DC BD 0E C0 D0 29 48 17 AB 08 CF DB 67 F5 C7 B9 3E 1C 6B 6F 04 13 81 65 3B FE 13 
s: 4B 6C 67 77 D7 22 65 B8 A2 09 AB 57 BB 57 1D 02 6D 6A 72 C2 69 0B 19 83 F6 E5 F3 0E 67 75 80 04 
k: 81 08 BF E6 6B 4E 30 B1 53 41 89 6F B0 64 BB 02 42 13 F3 46 60 87 7B C3 E3 8F 20 CF BC 6E 35 FF 
P: 7E 27 04 FD 48 B2 33 D3 D1 21 3D F8 C4 51 43 B1 F7 D3 54 B1 91 E8 79 E2 56 BF A2 6F B1 FC 7C 0B 
s: 35 50 18 BD AF 13 34 63 B2 DE DD 20 AA 98 0B 42 5E D6 1E B5 5D 4C 0E 81 67 36 68 D3 EA AF 0F 0B 
k: 21 A0 42 D6 1F 67 E2 8F 2F 7D 81 01 11 FF 20 3A 68 7D BD D4 60 2C E5 77 56 0C E0 FE 42 74 B6 5B 
P: DE BC 65 7B D5 FA CA 95 09 6B 9A 5C 65 9C 02 18 15 15 B9 06 91 FD 34 02 74 DE 62 9D 4D 8D 12 18 
s: 70 B8 9B 1C A3 86 86 EE EF 22 09 63 E7 98 90 15 22 53 B7 13 AD 5D 5B D2 B8 40 29 35 4F 4F 29 00 
k: 41 9D 5D C7 D3 D5 2B 5B EF B9 F7 49 6C BB 33 FF 7B 8B 44 D2 9B 5E 2F C4 71 71 5A 53 D1 A3 22 DC 
P: 24 83 0C D2 DB 89 9E BE 2F 81 AC CD 48 29 E5 11 8C BA DF 3A E3 82 F2 06 74 A0 28 0A 85 C8 85 4A 
s: 4E D4 B8 0B DB 0B 58 BD 82 35 DD 97 6F C4 33 2F D2 AC BE 52 BF 1D 7C 3D 77 B3 D7 CB C1 33 58 0E 
k: 8E FB 33 DF FD CD D5 FC D5 F4 EE 07 A8 57 78 C6 DC B2 F2 2C 54 0E 93 B5 79 9A FB 3B 2E 0E F3 AE 
P: BB 19 42 5F DE 61 07 AC 4E 70 78 09 99 DC C0 90 B1 34 1C 90 9B C0 56 65 4A 21 D0 5B 2D 8E 5E 00 
s: E2 D4 15 22 98 59 71 54 0C 78 DE 8C 21 16 C0 49 60 EF DB 62 7B A9 CE 09 66 0B C2 04 38 5A D2 08 
k: 39 53 9F 27 48 BF 4B AC 47 85 84 62 00 4B D8 55 AD C9 06 AA 3F 77 56 3A 16 BB 92 13 AC 3E 87 B1 
P: 3B 99 9E BE EA 36 E5 A8 FA E7 86 C9 5B 34 BB 96 22 95 A0 A1 A9 7C A8 EE 07 75 C5 B7 97 F0 D1 3D 
s: 42 E3 0F BC B7 D6 4E 34 19 B8 96 A1 7F C6 F6 21 FD F2 AC CC 8C 63 9C 8A 28 D1 DB 0E 1C 9A AA 02 
k: 78 65 2C 8D 12 28 CB 65 4F BD 6B AD 84 1C 78 75 55 DB 8D 81 04 9B 17 79 D3 87 17 23 B6 79 7A 16 
P: A5 CC A0 28 2D 34 B8 4C C1 B7 74 E9 F5 7B 0C 09 F3 67 2E 7B 0D A1 72 34 14 76 6B A1 C1 57 41 61 
s: A3 53 0A FA 2A 0C 44 F1 10 E1 E9 E5 AE BC D1 CB 35 65 97 16 9D 89 2A B7 52 FA 00 37 FC B5 E8 0B 
k: 03 B9 8D E5 EF 37 CB E7 1C 1A 0D 38 99 09 92 DB 00 0D 13 BA BF 8B FB 87 A2 EE BB CB 49 4B F2 50 
P: 5B 71 8C 04 8D AA CD 5B 05 74 27 EE 3E 76 45 56 A6 6E 37 6C 43 76 5C 48 E0 32 B7 D4 50 3B 8D 44 
s: C1 A3 D7 EF 75 FD AB 8D 5A 42 55 E6 45 43 A1 CA 1C D2 13 86 C6 CD DB 52 80 17 54 63 1A 55 C1 0F 
k: 97 46 15 12 24 42 C6 B7 7F 04 2B E2 75 FC 8E F1 1D 92 B7 BF 83 86 8C AD 55 5F 4C 1F 77 65 C0 4C 
P: A2 A2 CA 18 51 19 79 FF 8A 19 69 F6 CE 31 B7 00 02 8A A1 F4 ED C9 A0 4F 15 DA ED 33 AC A7 82 72 
s: C0 12 C6 49 CB 4B 8B 4F A1 47 01 E5 8A A8 C9 09 80 32 21 9C 2A 79 1A 07 A2 26 3A 8B 04 3B 76 0E 
k: 76 35 07 72 2D 00 CF EA 6F 21 2E EB A4 D2 D7 DD DE B0 A4 95 D2 DD 50 04 26 A4 20 4C E5 CE 71 5C 
P: A9 92 13 B3 1E 26 0E AB 88 6C 2F 77 4B 84 F3 D4 24 D1 CD D1 F5 24 81 4A 10 04 AF DE C1 68 EB 7B 
s: 4F 7E 5D B1 B1 82 99 EE A6 BA 89 2C 02 D8 A0 41 40 57 79 C6 11 7E A9 40 73 A8 63 84 B4 38 5A 0B 
k: E5 A7 D7 C0 37 A4 9B D1 85 32 7B 33 86 F3 18 73 BB D6 09 2D 27 B4 64 B1 30 4A 1F E8 4D 61 A5 8F 
P: 96 36 BC CE EE AF 00 8D 6C 12 D5 99 F6 0A 8C 7E D3 74 A5 DD 6D AE 21 47 97 08 F2 DA 24 AD 62 1E 
s: B3 25 8C 15 ED 37 43 87 41 84 C4 67 47 CE 80 B8 8F B9 4B 9F FE 02 FF 5B A3 12 6C 52 4D 70 BB 06 
k: AD 97 A5 2C A6 BB F0 32 81 86 74 F1 CE 36 F2 42 EF BC 18 E1 6C 86 A0 DD F3 99 95 54 FD 97 43 55 
P: 0D D3 90 3B E7 E7 0E BC 4F 5E 2E 7A 1A 46 BF 59 C9 BE 07 40 AD 70 F3 CC 86 03 A0 ED 06 78 7C 4E 
s: 83 A4 2F 31 00 B2 B5 87 D9 78 2C 96 62 21 12 0F 0A CD A6 2F 09 4A 33 C5 3F 80 A5 E5 EF 40 A5 09 
k: 9C C2 84 E9 91 E1 95 72 C3 F9 08 AE 04 1B 4D 17 FA 9C B1 D3 84 86 16 48 D4 1F E6 2A 57 AE 71 66 
P: DF FE 30 16 E1 3C BC 81 A8 C2 57 6F 97 C2 E1 2F 4A 9D 61 43 81 B8 35 40 5E D6 9A 12 55 74 0F 7A 
s: 3C 74 E8 42 AC 47 E9 74 80 58 B9 D5 6C DE 09 0B AB D8 3E 86 E9 AC C1 82 38 F7 EB 65 73 2B 6F 03 
k: 01 A7 68 C6 41 41 3E DE D2 86 F2 36 04 4C D3 82 1D 75 B1 EA C2 C5 F0 97 9A C4 4F E0 4F 0E 5A F8 
P: FA EF 63 40 81 D4 0F 82 5A 9E F8 41 F7 C6 62 B6 8B 4F B4 4B DA 68 DC A4 6F E7 28 1B 0F 88 B5 30 
s: 6A C6 5B 83 A1 F6 CC 07 CF 70 8C D3 49 5C A8 24 E6 FD 49 EE 6E F4 58 37 CD 0E 51 35 55 DD 67 05 
k: 32 90 C2 50 B6 E8 0E 5D D9 66 06 17 7E 79 3F 0E E1 5C 14 7A 70 2F FA 8A F2 75 4F 95 F0 0E 24 1C 
P: 6D 64 10 6A 92 72 B9 3D CE 44 23 6A A0 3A BB 15 4D B7 15 50 1B 8D 56 89 7C AD A8 95 5D 4A 38 53 
s: 4E 65 C7 AD 23 E3 FE 0B C1 EC 18 7C 1F 25 4C 6B 56 85 7D 01 FE B6 0F 0D A1 32 17 BB 06 3A D3 0D 
